5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.799999999999999489e-02,3.329714282074291340e-13,1.032999999999999918e+00,3.141592653580000061e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.543772571503769675e-02,2.575013824986120887e-04,1.021859666690006163e+00,3.141483070250946863e+00,-2.124466390717438802e-04,-2.568401200308764037e-02,2.003536224365234158e-05
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.028754514300753986e-01,5.150027646642526798e-04,1.010719333380012408e+00,3.141373486921893221e+00,-4.248932781434877604e-04,-5.136802400617528075e-02,4.007072448730468315e-05
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.103131771451130866e-01,7.725041468298933251e-04,9.995790000700186528e-01,3.141263903592840023e+00,-6.373399172152316135e-04,-7.705203600926291418e-02,6.010608673095702812e-05
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.177509028601507884e-01,1.030005528995534079e-03,9.884386667600248977e-01,3.141154320263786826e+00,-8.497865562869755208e-04,-1.027360480123505615e-01,8.014144897460936630e-05
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.251886285751884764e-01,1.287506911161174616e-03,9.772983334500311425e-01,3.141044736934733184e+00,-1.062233195358719320e-03,-1.284200600154381811e-01,1.001768112182617113e-04
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.326263542902261783e-01,1.545008293326815369e-03,9.661580001400373874e-01,3.140935153605679986e+00,-1.274679834430463227e-03,-1.541040720185258284e-01,1.202121734619140562e-04
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400640800052638801e-01,1.802509675492456123e-03,9.550176668300436322e-01,3.140825570276626788e+00,-1.487126473502207134e-03,-1.797880840216135034e-01,1.402475357055664148e-04
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.475018057203015820e-01,2.060011057658096660e-03,9.438773335200498771e-01,3.140715986947573146e+00,-1.699573112573951042e-03,-2.054720960247011230e-01,1.602828979492187326e-04
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.549395314353392838e-01,2.317512439823737197e-03,9.327370002100561219e-01,3.140606403618519948e+00,-1.912019751645694732e-03,-2.311561080277887426e-01,1.803182601928710776e-04
5.000000000000000000e-01,1.000000000000000056e-01,8.499999999999999778e-01,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.623772571503769857e-01,2.575013821989377734e-03,9.215966669000623668e-01,3.140496820289466751e+00,-2.124466390717438639e-03,-2.568401200308763621e-01,2.003536224365234225e-04
